Name,Price,Category
Large Print Heart of the Pride,19.15,Default
Grumbles,22.16,Default
First Steps for New Christians (Print Edition),29.00,Default
Eureka Trivia 6.0,54.59,Default
Drive: The Surprising Truth About What Motivates Us,34.95,Default
Done Rubbed Out (Reightman & Bailey #1),37.72,Default
Beauty Restored (Riley Family Legacy Novellas #3),11.11,Default
Ayumi's Violin,15.48,Default
Anonymous,46.82,Default
Amy Meets the Saints and Sages,18.46,Default
Amatus,50.54,Default
V for Vendetta (V for Vendetta Complete),37.10,Default
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,Default
The Wright Brothers,56.80,Default
The Songs of the Gods,44.48,Default
The Rosie Project (Don Tillman #1),54.04,Default
The Power of Habit: Why We Do What We Do in Life and Business,16.88,Default
Steve Jobs,39.50,Default
Luckiest Girl Alive,49.83,Default
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,Default
Lady Midnight (The Dark Artifices #1),16.28,Default
"Hush, Hush (Hush, Hush #1)",47.02,Default
Greek Mythic History,10.23,Default
Every Last Word,46.47,Default
Daily Fantasy Sports,36.58,Default
Clockwork Angel (The Infernal Devices #1),44.14,Default
City of Fallen Angels (The Mortal Instruments #4),11.23,Default
City of Bones (The Mortal Instruments #1),43.28,Default
City of Ashes (The Mortal Instruments #2),47.27,Default
"Carry On, Warrior: Thoughts on Life Unarmed",31.85,Default
Carrie,46.23,Default
Angels & Demons (Robert Langdon #1),51.48,Default
"The Three Searches, Meaning, and the Story",13.33,Default
Raspberry Pi Electronics Projects for the Evil Genius,49.67,Default
How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,Default
Eleanor & Park,56.51,Default
Troublemaker: Surviving Hollywood and Scientology,48.39,Default
Adultery,20.88,Default
Unlimited Intuition Now,58.87,Default
Underlying Notes,11.82,Default
The New Brand You: Your New Image Makes the Sale for You,44.05,Default
The Flowers Lied,16.68,Default
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,Default
Modern Day Fables,47.44,Default
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,Default
The Martian (The Martian #1),41.39,Default
Left Behind (Left Behind #1),40.72,Default
John Vassos: Industrial Design for Modern Life,20.22,Default
I'll Give You the Sun,56.48,Default
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,Default
Ender's Game (The Ender Quintet #1),43.64,Default
Death by Leisure: A Cautionary Tale,37.51,Default
Wildlife of New York: A Five-Borough Coloring Book,22.14,Default
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,Default
The Great Gatsby,36.05,Default
The Good Girl,49.03,Default
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,Default
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.90,Default
Life of Pi,13.22,Default
The Sound Of Love,57.84,Default
The Perks of Being a Wallflower,55.02,Default
The Makings of a Fatherless Child,31.58,Default
The Hobbit (Middle-Earth Universe),17.80,Default
The Fellowship of the Ring (The Lord of the Rings #1),10.27,Default
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.60,Default
Musicophilia: Tales of Music and the Brain,46.58,Default
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,Default
The Fault in Our Stars,47.22,Default
The Dream Thieves (The Raven Cycle #2),34.50,Default
The 5th Wave (The 5th Wave #1),11.83,Default
Shiver (The Wolves of Mercy Falls #1),16.23,Default
Remember Me?,11.48,Default
If I Stay (If I Stay #1),38.13,Default
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,Default
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,Default
Fool Me Once,16.96,Default
Drama,38.70,Default
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,Default
Alight (The Generations Trilogy #2),58.59,Default
Vogue Colors A to Z: A Fashion Coloring Book,52.35,Default
The Shining (The Shining #1),27.88,Default
The Hunger Games (The Hunger Games #1),29.85,Default
Outlander (Outlander #1),19.67,Default
Mockingjay (The Hunger Games #3),20.44,Default
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.90,Default
Confessions of a Shopaholic (Shopaholic #1),48.94,Default
Zero History (Blue Ant #3),34.77,Default
World War Z: An Oral History of the Zombie War,21.80,Default
Wild: From Lost to Found on the Pacific Crest Trail,46.02,Default
"Where'd You Go, Bernadette",18.13,Default
Twilight (Twilight #1),41.93,Default
The Paris Wife,36.80,Default
The Maze Runner (The Maze Runner #1),20.93,Default
The Lover's Dictionary,58.09,Default
The Goldfinch,43.58,Default
The Giver (The Giver Quartet #1),12.30,Default
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,Default
The Demon-Haunted World: Science as a Candle in the Dark,52.25,Default
The Book Thief,53.49,Default
The Autobiography of Malcolm X,23.43,Default
Shopaholic & Baby (Shopaholic #5),46.45,Default
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,Default
Packing for Mars: The Curious Science of Life in the Void,56.68,Default
Orange Is the New Black,24.61,Default
One for the Money (Stephanie Plum #1),32.87,Default
Morning Star (Red Rising #3),29.40,Default
Life After Life,26.13,Default
"Lean In: Women, Work, and the Will to Lead",25.02,Default
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,Default
Gone Girl,37.60,Default
Fellside,38.62,Default
Eclipse (Twilight #3),18.74,Default
Dracula,52.62,Default
Dead Wake: The Last Crossing of the Lusitania,39.24,Default
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,Default
Dark Places,23.90,Default
Breaking Dawn (Twilight #4),35.28,Default
Beautiful Creatures (Caster Chronicles #1),21.55,Default
A Visit from the Goon Squad,14.08,Default
The Zombie Room,19.69,Default
The Name of the Wind (The Kingkiller Chronicle #1),50.59,Default
Taking Shots (Assassins #1),18.88,Default
Shatter Me (Shatter Me #1),42.40,Default
Paradise Lost (Paradise #1),24.96,Default
On the Road (Duluoz Legend),32.36,Default
Jane Eyre,38.43,Default
Frankenstein,38.00,Default
Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,Science Fiction
Join,35.67,Science Fiction
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.30,Science Fiction
The Project,10.65,Science Fiction
Soft Apocalypse,26.12,Science Fiction
Sleeping Giants (Themis Files #1),48.74,Science Fiction
Arena,21.36,Science Fiction
Foundation (Foundation (Publication Order) #1),32.42,Science Fiction
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,Science Fiction
Ready Player One,19.07,Science Fiction
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,Science Fiction
Dune (Dune #1),54.86,Science Fiction
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,Science Fiction
Three Wishes (River of Time: California #1),44.18,Science Fiction
The Last Girl (The Dominion Trilogy #1),36.26,Science Fiction
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,Science Fiction
The Book of Basketball: The NBA According to The Sports Guy,44.84,Sports and Games
"Friday Night Lights: A Town, a Team, and a Dream",51.22,Sports and Games
Sugar Rush (Offensive Line #2),24.42,Sports and Games
Settling the Score (The Summer Games #1),44.91,Sports and Games
Icing (Aces Hockey #2),40.44,Sports and Games
The Torch Is Passed: A Harding Family Story,19.09,Add a comment
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,Add a comment
The Art Forger,40.76,Add a comment
On a Midnight Clear,14.07,Add a comment
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.90,Add a comment
"Shobu Samurai, Project Aryoku (#3)",29.06,Add a comment
Modern Romance,28.26,Add a comment
The White Queen (The Cousins' War #1),25.91,Add a comment
The Song of Achilles,37.40,Add a comment
The Immortal Life of Henrietta Lacks,40.67,Add a comment
The Dovekeepers,48.78,Add a comment
More Than Music (Chasing the Dream #1),37.61,Add a comment
Code Name Verity (Code Name Verity #1),22.13,Add a comment
Cell,20.29,Add a comment
Angels Walking (Angels Walking #1),34.20,Add a comment
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,Add a comment
A People's History of the United States,40.79,Add a comment
A Brush of Wings (Angels Walking #3),55.51,Add a comment
Rook,37.86,Add a comment
The Midnight Watch: A Novel of the Titanic and the Californian,26.20,Add a comment
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,Add a comment
The Children,11.88,Add a comment
One with You (Crossfire #5),15.71,Add a comment
Without Shame,48.27,Add a comment
Watchmen,58.05,Add a comment
A Hero's Curse (The Unseen Chronicles #1),50.49,Add a comment
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,Add a comment
The Glass Castle,16.24,Add a comment
The Drowning Girls,35.67,Add a comment
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,Add a comment
John Adams,57.43,Add a comment
Good in Bed (Cannie Shapiro #1),37.05,Add a comment
The Joy of Cooking,43.27,Add a comment
The Golden Compass (His Dark Materials #1),18.77,Add a comment
The God Delusion,46.85,Add a comment
Pride and Prejudice,19.27,Add a comment
Mere Christianity,48.51,Add a comment
Fun Home: A Family Tragicomic,56.59,Add a comment
The Raven King (The Raven Cycle #4),30.57,Add a comment
Find Her (Detective D.D. Warren #8),22.37,Add a comment
Evicted: Poverty and Profit in the American City,42.27,Add a comment
A Game of Thrones (A Song of Ice and Fire #1),46.42,Add a comment
A Clash of Kings (A Song of Ice and Fire #2),10.79,Add a comment
The Tipping Point: How Little Things Can Make a Big Difference,10.02,Add a comment
The Rest Is Noise: Listening to the Twentieth Century,34.77,Add a comment
The Purpose Driven Life: What on Earth Am I Here for?,37.19,Add a comment
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.80,Add a comment
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,Add a comment
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,Add a comment
The Complete Poems,41.32,Add a comment
The Catcher in the Rye,24.55,Add a comment
The Case for Christ (Cases for Christianity),47.84,Add a comment
The Blind Side: Evolution of a Game,53.71,Add a comment
Seven Days in the Art World,52.33,Add a comment
Sarah's Key,46.29,Add a comment
Rogue Lawyer (Rogue Lawyer #1),50.11,Add a comment
Manuscript Found in Accra,34.98,Add a comment
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,Add a comment
Cosmos,36.17,Add a comment
#GIRLBOSS,50.96,Add a comment
The Sense of an Ending,31.38,Add a comment
The Republic,33.78,Add a comment
The Odyssey,29.64,Add a comment
The Light of the Fireflies,54.43,Add a comment
The Iliad,16.16,Add a comment
The Communist Manifesto,14.76,Add a comment
Lord of the Flies,24.89,Add a comment
Unicorn Tracks,18.78,Fantasy
"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,Fantasy
Princess Between Worlds (Wide-Awake Princess #5),13.34,Fantasy
Masks and Shadows,56.40,Fantasy
Crown of Midnight (Throne of Glass #2),43.29,Fantasy
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,Fantasy
A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,Fantasy
Throne of Glass (Throne of Glass #1),35.07,Fantasy
The Glittering Court (The Glittering Court #1),44.28,Fantasy
Hollow City (Miss Peregrineâs Peculiar Children #2),42.98,Fantasy
The Star-Touched Queen,46.02,Fantasy
The Hidden Oracle (The Trials of Apollo #1),52.26,Fantasy
The Bane Chronicles (The Bane Chronicles #1-11),44.73,Fantasy
Island of Dragons (Unwanteds #7),29.65,Fantasy
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,Fantasy
City of Glass (The Mortal Instruments #3),56.02,Fantasy
Searching for Meaning in Gailana,38.73,Fantasy
The Star-Touched Queen,32.30,Fantasy
A Shard of Ice (The Black Symphony Saga #1),56.63,Fantasy
King's Folly (The Kinsman Chronicles #1),39.61,Fantasy
Every Heart a Doorway (Every Heart A Doorway #1),12.16,Fantasy
A Gathering of Shadows (Shades of Magic #2),44.81,Fantasy
The Raven Boys (The Raven Cycle #1),57.74,Fantasy
The False Prince (The Ascendance Trilogy #1),56.00,Fantasy
Tell the Wind and Fire,45.51,Fantasy
A Feast for Crows (A Song of Ice and Fire #4),17.21,Fantasy
The Demonists (Demonist #1),52.11,Fantasy
The Beast (Black Dagger Brotherhood #14),46.08,Fantasy
Paper and Fire (The Great Library #2),49.45,Fantasy
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,Fantasy
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,Fantasy
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,Fantasy
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,Fantasy
Soldier (Talon #3),24.72,Fantasy
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,Fantasy
Heir to the Sky,44.07,Fantasy
Eragon (The Inheritance Cycle #1),43.87,Fantasy
Darkfever (Fever #1),56.02,Fantasy
Ash,22.06,Fantasy
A Storm of Swords (A Song of Ice and Fire #3),31.22,Fantasy
Vampire Girl (Vampire Girl #1),53.82,Fantasy
The Silent Twin (Detective Jennifer Knight #3),36.25,Fantasy
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,Fantasy
Sister Sable (The Mad Queen #1),13.33,Fantasy
Shadow Rites (Jane Yellowrock #10),21.72,Fantasy
Origins (Alphas 0.5),28.99,Fantasy
One Second (Seven #7),52.94,Fantasy
Myriad (Prentor #1),58.75,Fantasy
Without Borders (Wanderlove #1),45.07,New Adult
The Mistake (Off-Campus #2),43.29,New Adult
The Matchmaker's Playbook (Wingmen Inc. #1),55.85,New Adult
The Hook Up (Game On #1),36.29,New Adult
Shameless,58.35,New Adult
Off Sides (Off #1),39.45,New Adult
The Requiem Red,22.65,Young Adult
Set Me Free,17.46,Young Adult
The Natural History of Us (The Fine Art of Pretending #2),45.22,Young Adult
Obsidian (Lux #1),14.86,Young Adult
Burning,28.81,Young Adult
A Fierce and Subtle Poison,28.13,Young Adult
Scarlett Epstein Hates It Here,43.55,Young Adult
"Nightingale, Sing",38.28,Young Adult
Library of Souls (Miss Peregrineâs Peculiar Children #3),48.56,Young Adult
Frostbite (Vampire Academy #2),29.99,Young Adult
Wild Swans,14.36,Young Adult
Until Friday Night (The Field Party #1),46.31,Young Adult
This Is Where It Ends,27.12,Young Adult
The Darkest Lie,35.35,Young Adult
My Kind of Crazy,40.36,Young Adult
Don't Get Caught,55.35,Young Adult
Catching Jordan (Hundred Oaks),50.83,Young Adult
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,Young Adult
The Epidemic (The Program 0.6),14.44,Young Adult
Stars Above (The Lunar Chronicles #4.5),48.05,Young Adult
No Love Allowed (Dodge Cove #1),54.65,Young Adult
"Exit, Pursued by a Bear",51.34,Young Adult
The Alien Club,54.40,Young Adult
Don't Forget Steven,33.23,Young Adult
South of Sunshine,28.93,Young Adult
My Life Next Door (My Life Next Door ),36.39,Young Adult
Future Shock (Future Shock #1),55.65,Young Adult
Nightstruck: A Novel,50.35,Young Adult
Tell the Wolves I'm Home,50.96,Young Adult
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,Young Adult
Where She Went (If I Stay #2),41.73,Young Adult
Two Summers,14.64,Young Adult
The Darkest Corners,11.33,Young Adult
Tell Me Three Things,41.81,Young Adult
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,Young Adult
Kill the Boy Band,15.52,Young Adult
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,Young Adult
An Abundance of Katherines,10.00,Young Adult
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,Young Adult
Walk the Edge (Thunder Road #2),32.36,Young Adult
Two Boys Kissing,32.74,Young Adult
The New Guy (and Other Senior Year Distractions),44.92,Young Adult
"The Land of 10,000 Madonnas",29.64,Young Adult
Scarlet (The Lunar Chronicles #2),14.57,Young Adult
Legend (Legend #1),43.69,Young Adult
Lady Renegades (Rebel Belle #3),53.04,Young Adult
Golden (Heart of Dread #3),42.21,Young Adult
Cinder (The Lunar Chronicles #1),26.09,Young Adult
Boy Meets Boy,21.12,Young Adult
Annie on My Mind,36.83,Young Adult
New Moon (Twilight #2),12.86,Young Adult
Girl Online On Tour (Girl Online #2),53.47,Young Adult
The Haters,27.89,Young Adult
The Art of Not Breathing,40.83,Young Adult
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,Science
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,Science
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,Science
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,Science
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,Science
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,Science
The Origin of Species,10.01,Science
The Grand Design,13.76,Science
Peak: Secrets from the New Science of Expertise,16.28,Science
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,Science
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,Science
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,Science
Seven Brief Lessons on Physics,30.60,Science
The Selfish Gene,29.45,Science
A Light in the Attic,51.77,Poetry
The Black Maria,52.15,Poetry
Shakespeare's Sonnets,20.66,Poetry
Olio,23.88,Poetry
You can't bury them all: Poems,33.63,Poetry
Slow States of Collapse: Poems,57.31,Poetry
Untitled Collection: Sabbath Poems 2014,14.27,Poetry
Poems That Make Grown Women Cry,14.19,Poetry
Night Sky with Exit Wounds,41.05,Poetry
salt.,46.78,Poetry
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,Poetry
Out of Print: City Lights Spotlight No. 14,53.64,Poetry
Les Fleurs du Mal,29.04,Poetry
Howl and Other Poems,40.45,Poetry
Leave This Song Behind: Teen Poetry at Its Best,51.17,Poetry
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,Poetry
The Crossover,38.77,Poetry
Booked,17.49,Poetry
Twenty Love Poems and a Song of Despair,30.95,Poetry
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.40,Paranormal
Wall and Piece,44.18,Art
Feathers: Displays of Brilliant Plumage,49.05,Art
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,Art
The New Drawing on the Right Side of the Brain,43.02,Art
History of Beauty,10.29,Art
The Story of Art,41.14,Art
The Art Book,32.34,Art
Ways of Seeing,39.51,Art
The Lucifer Effect: Understanding How Good People Turn Evil,10.40,Psychology
The Golden Condom: And Other Essays on Love Lost and Found,39.43,Psychology
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,Psychology
An Unquiet Mind: A Memoir of Moods and Madness,21.30,Psychology
"Thinking, Fast and Slow",21.14,Psychology
Civilization and Its Discontents,59.95,Psychology
8 Keys to Mental Health Through Exercise,31.04,Psychology
The Argonauts,10.93,Autobiography
M Train,27.18,Autobiography
Lab Girl,40.85,Autobiography
Approval Junkie: Adventures in Caring Too Much,58.81,Autobiography
Running with Scissors,12.91,Autobiography
Me Talk Pretty One Day,57.60,Autobiography
Lust & Wonder,11.87,Autobiography
Life Without a Recipe,59.04,Autobiography
A Heartbreaking Work of Staggering Genius,54.29,Autobiography
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,Parenting
Fifty Shades Freed (Fifty Shades #3),15.36,Adult Fiction
The Long Haul (Diary of a Wimpy Kid #9),44.07,Humor
Old School (Diary of a Wimpy Kid #10),11.83,Humor
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,Humor
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,Humor
Dress Your Family in Corduroy and Denim,43.68,Humor
Toddlers Are A**holes: It's Not Your Fault,25.55,Humor
When You Are Engulfed in Flames,30.89,Humor
Naked,31.69,Humor
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.50,Humor
Holidays on Ice,51.07,Humor
Security,39.25,Horror
Follow You Home,21.36,Horror
The Loney,23.40,Horror
Pet Sematary,10.56,Horror
Doctor Sleep (The Shining #2),40.12,Horror
Psycho: Sanitarium (Psycho #1.5),36.97,Horror
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,Horror
Red Dragon (Hannibal Lecter #1),23.37,Horror
Dracula the Un-Dead,35.63,Horror
Night Shift (Night Shift #1-20),12.75,Horror
Needful Things,47.51,Horror
Misery,34.79,Horror
It,25.01,Horror
'Salem's Lot,49.56,Horror
The Stand,57.86,Horror
The Girl with All the Gifts,49.47,Horror
House of Leaves,54.89,Horror
Sapiens: A Brief History of Humankind,54.23,History
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,History
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,History
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,History
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,History
Zealot: The Life and Times of Jesus of Nazareth,24.70,History
A Distant Mirror: The Calamitous 14th Century,14.58,History
1491: New Revelations of the Americas Before Columbus,21.80,History
Brilliant Beacons: A History of the American Lighthouse,11.45,History
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,History
A Short History of Nearly Everything,52.40,History
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,History
Catherine the Great: Portrait of a Woman,58.55,History
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,History
The Hiding Place,55.91,History
America's War for the Greater Middle East: A Military History,51.22,History
The Guns of August,14.54,History
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.70,History
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,Food and Drink
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,Food and Drink
My Paris Kitchen: Recipes and Stories,33.37,Food and Drink
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,Food and Drink
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,Food and Drink
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,Food and Drink
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.60,Food and Drink
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,Food and Drink
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,Food and Drink
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,Food and Drink
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,Food and Drink
Barefoot Contessa Back to Basics,28.01,Food and Drink
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,Food and Drink
My Kitchen Year: 136 Recipes That Saved My Life,11.53,Food and Drink
Everyday Italian: 125 Simple and Delicious Recipes,20.10,Food and Drink
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,Food and Drink
Cravings: Recipes for What You Want to Eat,20.50,Food and Drink
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,Food and Drink
32 Yolks,53.63,Food and Drink
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,Food and Drink
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,Food and Drink
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,Food and Drink
The Barefoot Contessa Cookbook,59.92,Food and Drink
Better Homes and Gardens New Cook Book,39.61,Food and Drink
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,Food and Drink
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,Food and Drink
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,Food and Drink
The Smitten Kitchen Cookbook,23.59,Food and Drink
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,Food and Drink
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,Food and Drink
Redeeming Love,20.47,Christian Fiction
Close to You,49.46,Christian Fiction
Shadows of the Past (Logan Point #1),39.67,Christian Fiction
Like Never Before (Walker Family #2),28.77,Christian Fiction
Counted With the Stars (Out from Egypt #1),17.97,Christian Fiction
If I Run (If I Run #1),49.97,Christian Fiction
The Dirty Little Secrets of Getting Your Dream Job,33.34,Business
The Third Wave: An Entrepreneurâs Vision of the Future,12.61,Business
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,Business
Shoe Dog: A Memoir by the Creator of NIKE,23.99,Business
Made to Stick: Why Some Ideas Survive and Others Die,38.85,Business
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,Business
The Art of Startup Fundraising,21.00,Business
Born for This: How to Find the Work You Were Meant to Do,21.59,Business
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,Business
"Rich Dad, Poor Dad",51.74,Business
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,Business
Rework,44.88,Business
Louisa: The Extraordinary Life of Mrs. Adams,16.85,Biography
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,Biography
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,Biography
Benjamin Franklin: An American Life,48.19,Biography
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,Biography
In Her Wake,12.84,Thriller
The Elephant Tree,23.82,Thriller
Behind Closed Doors,52.22,Thriller
You (You #1),43.61,Thriller
The Guilty (Will Robie #4),13.82,Thriller
The 14th Colony (Cotton Malone #11),39.24,Thriller
Give It Back,18.32,Thriller
Killing Floor (Jack Reacher #1),31.49,Thriller
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,Thriller
Far From True (Promise Falls Trilogy #2),34.93,Thriller
The Travelers,15.77,Thriller
When We Collided,31.77,Contemporary
Someone Like You (The Harrisons #2),52.79,Contemporary
We Are All Completely Beside Ourselves,24.04,Contemporary
The Four Agreements: A Practical Guide to Personal Freedom,17.66,Spirituality
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,Spirituality
Chasing Heaven: What Dying Taught Me About Living,37.80,Spirituality
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,Spirituality
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,Spirituality
A New Earth: Awakening to Your Life's Purpose,55.65,Spirituality
Logan Kade (Fallen Crest High #5.5),13.12,Academic
Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,Self Help
How to Be Miserable: 40 Strategies You Already Use,46.03,Self Help
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,Self Help
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,Self Help
How to Stop Worrying and Start Living,46.49,Self Help
All the Light We Cannot See,29.87,Historical
